
2021-01-23 11:39:52;;OB/i12_TempAussenMittel;085022037e0c0a;021900;19;00;00011001;00000000;11100110;11111111;25;0;230;255;+;2.5000;;OB/i33_TempAussen;08502203740c00;02f6ff;f6;ff;11110110;11111111;00001001;00000000;246;255;9;0;-;-1.0000;;SOL/903_TempKollektor_TKO_T1;f650220332290a;026c00;6c;00;01101100;00000000;10010011;11111111;108;0;147;255;+;10.8000;
2021-01-23 11:48:16;;OB/i12_TempAussenMittel;085022037e0c0a;021900;19;00;00011001;00000000;11100110;11111111;25;0;230;255;+;2.5000;;OB/i33_TempAussen;08502203740c00;02f6ff;f6;ff;11110110;11111111;00001001;00000000;246;255;9;0;-;-1.0000;;SOL/903_TempKollektor_TKO_T1;f650220332290a;026e00;6e;00;01101110;00000000;10010001;11111111;110;0;145;255;+;11.0000;
2021-01-23 11:56:34;;OB/i12_TempAussenMittel;085022037e0c0a;021900;19;00;00011001;00000000;11100110;11111111;25;0;230;255;+;2.5000;;OB/i33_TempAussen;08502203740c00;02f6ff;f6;ff;11110110;11111111;00001001;00000000;246;255;9;0;-;-1.0000;;SOL/903_TempKollektor_TKO_T1;f650220332290a;026c00;6c;00;01101100;00000000;10010011;11111111;108;0;147;255;+;10.8000;
2021-01-23 12:04:44;;OB/i12_TempAussenMittel;085022037e0c0a;021900;19;00;00011001;00000000;11100110;11111111;25;0;230;255;+;2.5000;;OB/i33_TempAussen;08502203740c00;02f6ff;f6;ff;11110110;11111111;00001001;00000000;246;255;9;0;-;-1.0000;;SOL/903_TempKollektor_TKO_T1;f650220332290a;026c00;6c;00;01101100;00000000;10010011;11111111;108;0;147;255;+;10.8000;
2021-01-23 12:13:00;;OB/i12_TempAussenMittel;085022037e0c0a;021800;18;00;00011000;00000000;11100111;11111111;24;0;231;255;+;2.4000;;OB/i33_TempAussen;08502203740c00;02f6ff;f6;ff;11110110;11111111;00001001;00000000;246;255;9;0;-;-1.0000;;SOL/903_TempKollektor_TKO_T1;f650220332290a;026c00;6c;00;01101100;00000000;10010011;11111111;108;0;147;255;+;10.8000;
2021-01-23 12:21:32;;OB/i12_TempAussenMittel;085022037e0c0a;021800;18;00;00011000;00000000;11100111;11111111;24;0;231;255;+;2.4000;;OB/i33_TempAussen;08502203740c00;02f6ff;f6;ff;11110110;11111111;00001001;00000000;246;255;9;0;-;-1.0000;;SOL/903_TempKollektor_TKO_T1;f650220332290a;026800;68;00;01101000;00000000;10010111;11111111;104;0;151;255;+;10.4000;
2021-01-23 12:29:52;;OB/i12_TempAussenMittel;085022037e0c0a;021800;18;00;00011000;00000000;11100111;11111111;24;0;231;255;+;2.4000;;OB/i33_TempAussen;08502203740c00;02f6ff;f6;ff;11110110;11111111;00001001;00000000;246;255;9;0;-;-1.0000;;SOL/903_TempKollektor_TKO_T1;f650220332290a;026500;65;00;01100101;00000000;10011010;11111111;101;0;154;255;+;10.1000;
2021-01-23 12:38:11;;OB/i12_TempAussenMittel;085022037e0c0a;021800;18;00;00011000;00000000;11100111;11111111;24;0;231;255;+;2.4000;;OB/i33_TempAussen;08502203740c00;02f6ff;f6;ff;11110110;11111111;00001001;00000000;246;255;9;0;-;-1.0000;;SOL/903_TempKollektor_TKO_T1;f650220332290a;026200;62;00;01100010;00000000;10011101;11111111;98;0;157;255;+;9.8000;
2021-01-23 12:46:19;;OB/i12_TempAussenMittel;085022037e0c0a;021800;18;00;00011000;00000000;11100111;11111111;24;0;231;255;+;2.4000;;OB/i33_TempAussen;08502203740c00;02f6ff;f6;ff;11110110;11111111;00001001;00000000;246;255;9;0;-;-1.0000;;SOL/903_TempKollektor_TKO_T1;f650220332290a;025e00;5e;00;01011110;00000000;10100001;11111111;94;0;161;255;+;9.4000;
2021-01-23 12:54:28;;OB/i12_TempAussenMittel;085022037e0c0a;021700;17;00;00010111;00000000;11101000;11111111;23;0;232;255;+;2.3000;;OB/i33_TempAussen;08502203740c00;02f6ff;f6;ff;11110110;11111111;00001001;00000000;246;255;9;0;-;-1.0000;;SOL/903_TempKollektor_TKO_T1;f650220332290a;025900;59;00;01011001;00000000;10100110;11111111;89;0;166;255;+;8.9000;
2021-01-23 13:02:42;;OB/i12_TempAussenMittel;085022037e0c0a;021700;17;00;00010111;00000000;11101000;11111111;23;0;232;255;+;2.3000;;OB/i33_TempAussen;08502203740c00;02f6ff;f6;ff;11110110;11111111;00001001;00000000;246;255;9;0;-;-1.0000;;SOL/903_TempKollektor_TKO_T1;f650220332290a;025700;57;00;01010111;00000000;10101000;11111111;87;0;168;255;+;8.7000;
